name,height_cm,weight_kg,reach_cm,strikes_per_min,striking_accuracy,takedown_avg,takedown_accuracy,takedown_defense,submission_avg
Pete Sell,180.34,77.11,190.5,2.6,0.42,3.65,0.21,0.47,0.9
Stefan Sekulic,182.88,77.11,190.5,1.83,0.5,2.83,0.33,0.25,0.5
Tetsuya Seki,177.8,70.31,,0.0,0.0,0.0,0.0,0.0,0.0
Brendan Seguin,182.88,83.91,,2.6,0.45,0.6,0.62,1.0,0.0
Ray Sefo,182.88,108.86,,0.86,0.31,1.71,0.0,0.66,0.0
Rony Sefo,175.26,102.06,,0.0,0.0,0.43,0.0,0.0,0.0
Neil Seery,162.56,56.7,162.56,3.56,0.41,3.79,0.27,0.53,1.6
Kenneth Seegrist,182.88,83.91,,3.21,0.66,1.28,0.0,0.4,14.4
Matt Secor,182.88,77.11,,0.51,0.2,0.81,1.0,0.0,3.0
Mike Seal,193.04,83.91,,5.5,0.68,3.33,0.0,0.33,0.0
Zachary Scroggin,190.5,77.11,187.96,2.4,0.37,8.8,0.0,0.0,0.0
Louis Lee Scott,,61.23,,0.0,0.0,0.0,0.0,0.0,0.0
Greg Scott,175.26,65.77,,3.9,0.55,7.79,1.0,0.0,0.0
Brad Scott,185.42,77.11,193.04,3.52,0.41,4.31,0.15,0.63,0.7
Justin Scoggins,170.18,56.7,167.64,3.56,0.51,2.16,0.63,0.82,0.5
Eric Schwartz,,92.99,,0.0,0.0,0.0,0.0,0.0,0.0
Brian Schwartz,190.5,77.11,,1.27,0.44,0.87,0.0,0.5,1.0
Wes Schultz,187.96,83.91,195.58,5.16,0.45,5.38,0.25,0.0,0.0
Mark Schultz,175.26,90.72,,0.0,0.0,0.0,0.0,0.0,0.0
Lacey Schuckman,160.02,56.7,,0.0,0.0,0.0,0.0,0.0,0.0
Nate Schroeder,185.42,104.33,,0.0,0.0,0.0,0.0,0.0,0.0
Bob Schrijber,182.88,108.86,,0.0,0.0,0.0,0.0,0.0,0.0
Darrill Schoonover,187.96,99.79,,1.2,0.33,4.35,0.0,0.5,1.1
Bailey Schoenfelder,190.5,120.2,193.04,0.0,0.0,9.86,0.0,0.0,0.0
Alex Schoenauer,190.5,83.91,,1.22,0.4,2.27,0.0,0.22,4.9
Matt Schnell,172.72,56.7,177.8,4.39,0.39,4.64,0.4,0.5,1.0
Colleen Schneider,,61.23,,2.17,0.48,2.5,0.5,0.6,0.0
Daniel Schmitt,,83.91,,0.0,0.0,0.0,0.0,0.0,0.0
Adam Schindler,172.72,70.31,,0.0,0.0,0.0,0.0,0.0,0.0
Semmy Schilt,208.28,120.2,,1.2,0.5,1.31,0.0,0.47,1.1
Joe Schilling,190.5,83.91,,2.84,0.52,2.64,0.0,0.44,0.0
Pat Schilling,172.72,65.77,,1.87,0.26,8.24,0.0,0.0,0.0
Samy Schiavo,172.72,70.31,,1.68,0.34,2.62,0.5,0.66,0.9
Fabiano Scherner,190.5,116.57,,1.31,0.31,3.2,0.33,0.4,0.0
Antonio Schembri,175.26,92.99,,0.72,0.26,2.12,0.4,0.0,0.4
Matheus Scheffel,187.96,92.99,190.5,1.33,0.36,3.0,0.0,1.0,0.0
Brendan Schaub,193.04,111.13,198.12,2.92,0.37,2.22,0.46,0.72,0.4
Eric Schambari,180.34,83.91,,1.43,0.42,1.07,0.42,0.0,1.0
Kerry Schall,187.96,120.2,,0.94,0.11,4.84,0.0,0.0,0.0
Eric Schafer,190.5,83.91,193.04,1.89,0.34,3.38,0.36,0.5,1.8
Mark Scanlon,175.26,77.11,,2.2,0.35,3.33,0.75,0.25,2.0
Mikheil Sazhiniani,182.88,92.99,180.34,2.27,0.28,3.03,0.0,1.0,0.0
Brandon Sayles,195.58,120.2,,0.0,0.0,0.0,0.0,0.0,0.0
Matt Sayles,170.18,70.31,172.72,4.83,0.41,2.81,0.16,0.81,0.7
Lumumba Sayers,182.88,83.91,,2.54,0.41,2.37,0.75,0.0,2.5
Christien Savoie,180.34,77.11,182.88,1.39,0.45,6.95,0.0,0.12,0.0
Chris Saunders,172.72,70.31,,1.48,0.22,2.96,1.0,0.0,0.0
Chad W. Saunders,177.8,77.11,,0.0,0.0,0.0,0.0,0.0,0.0
Ben Saunders,187.96,77.11,195.58,3.23,0.5,3.58,0.4,0.66,1.3
Townsend Saunders,165.1,77.11,,0.0,0.0,0.0,0.0,0.0,0.0
Tom Sauer,185.42,119.29,,0.0,0.0,0.0,0.0,0.0,0.0
Jeimeson Saudino,167.64,61.23,,0.66,0.3,0.82,0.5,0.0,2.5
Uran Satybaldiev,,92.99,,0.0,0.0,0.0,0.0,0.0,0.0
Takashi Sato,177.8,77.11,185.42,2.21,0.41,3.73,0.37,0.6,0.0
Takenori Sato,177.8,77.11,,0.46,0.33,12.92,0.0,0.0,0.0
Masaaki Satake,185.42,99.79,,1.4,0.35,3.76,0.0,0.58,0.0
Keisuke Sasu,165.1,65.77,175.26,2.76,0.49,2.42,0.4,0.61,1.9
Paul Sass,182.88,70.31,185.42,0.53,0.26,1.9,0.16,0.33,7.4
Yuta Sasaki,177.8,56.7,180.34,2.16,0.41,2.5,0.43,0.41,1.2
Kyosuke Sasaki,170.18,83.01,,0.33,0.45,0.93,0.0,0.0,0.0
Yuki Sasaki,187.96,83.91,,1.09,0.43,1.2,1.0,0.66,0.0
Alexander Sarnavskiy,180.34,70.31,,1.43,0.66,2.06,0.0,0.75,0.0
Harris Sarmiento,175.26,70.31,,0.84,0.25,3.46,0.6,0.57,0.0
Diego Saraiva,167.64,70.31,,1.64,0.32,3.58,0.4,0.0,0.7
Jeka Saragih,172.72,65.77,175.26,2.73,0.5,2.65,0.8,0.66,0.6
Daniel Sarafian,175.26,83.91,185.42,2.23,0.46,3.1,0.07,0.53,0.7
Bob Sapp,195.58,158.76,,3.19,0.55,1.88,1.0,0.72,0.0
Nick Sanzo,175.26,86.18,,0.0,0.0,0.0,0.0,0.0,0.0
Mairon Santos,170.18,65.77,182.88,4.14,0.45,2.37,0.0,0.4,0.0
Djorden Santos,182.88,83.91,190.5,7.2,0.43,5.87,0.4,0.86,0.0
Luana Santos,167.64,56.7,170.18,4.28,0.51,4.15,0.4,0.8,1.2
Gabriel Santos,175.26,65.77,177.8,4.35,0.6,4.31,0.54,0.87,1.2
Daniel Santos,170.18,61.23,170.18,4.26,0.37,5.12,0.5,0.73,0.0
Edivan Santos,193.04,112.49,198.12,1.55,0.48,7.09,0.0,0.25,0.0
Marilia Santos,162.56,56.7,,4.4,0.54,4.07,1.0,0.66,1.0
Taila Santos,167.64,56.7,172.72,3.39,0.48,2.64,0.76,0.86,1.1
Yana Santos,167.64,61.23,172.72,4.42,0.58,3.12,0.53,0.42,0.1
Gleristone Santos,175.26,65.77,,3.4,0.31,4.4,0.0,0.75,0.0
Andre Santos,182.88,77.11,,2.77,0.34,4.17,0.29,0.75,0.0
Bruno Santos,175.26,83.91,,1.18,0.46,2.27,0.37,0.66,0.3
Thiago Santos,187.96,92.99,193.04,3.72,0.48,2.57,0.33,0.65,0.1
Leonardo Santos,182.88,70.31,190.5,2.82,0.46,3.4,0.25,0.86,0.2
Iliarde Santos,165.1,56.7,170.18,3.0,0.3,6.1,0.23,0.83,0.0
Luis Santos,185.42,77.11,,4.4,0.57,4.0,0.0,0.0,0.0
Evangelista Santos,177.8,77.11,193.04,3.94,0.36,6.01,1.0,0.5,0.4
Paulo Santos,,,,0.0,0.0,0.0,0.0,0.0,0.0
Adriano Santos,,,,0.0,0.0,0.0,0.0,0.0,0.0
Art Santore,187.96,83.91,,1.4,0.12,7.31,0.0,1.0,0.0
Jose Santibanez,,70.31,,0.0,0.0,0.0,0.0,0.0,0.0
Richie Santiago,170.18,61.23,170.18,3.87,0.49,4.87,0.0,0.25,0.0
Will Santiago,170.18,83.91,,1.47,0.39,5.53,0.5,1.0,0.0
Mike Santiago,177.8,65.77,175.26,3.44,0.49,3.58,0.5,0.53,1.1
Jorge Santiago,185.42,77.11,190.5,1.69,0.35,2.62,0.3,0.52,0.8
Sean Santella,165.1,56.7,,0.0,0.0,0.0,0.0,0.0,0.0
Shaheen Santana,185.42,70.31,190.5,0.82,0.42,1.65,0.0,0.0,2.8
Duda Santana,170.18,65.77,185.42,6.01,0.39,2.72,0.6,0.0,0.0
Jonathan Santa Maria,175.26,56.7,,3.6,0.51,2.53,0.0,0.8,0.0
Martin Sano,180.34,77.11,190.5,4.0,0.33,12.0,0.0,0.0,0.0
Yuhi Sano,180.34,110.22,,0.0,0.0,0.0,0.0,0.0,0.0
Roldan Sangcha'an,162.56,56.7,,2.71,0.46,2.15,0.6,0.68,0.0
Chris Sanford,180.34,83.91,,0.23,0.5,3.22,0.0,0.0,3.5
Hector Sandoval,157.48,56.7,162.56,3.31,0.52,2.33,0.25,0.71,1.4
Joseph Sandoval,170.18,61.23,,1.82,0.42,12.12,0.0,0.0,0.0
Raul Sandoval,,58.97,,0.0,0.0,0.0,0.0,0.0,0.0
Hugo Sandoval,,61.23,,0.0,0.0,0.0,0.0,0.0,0.0
Cory Sandhagen,180.34,61.23,177.8,5.02,0.44,3.46,0.32,0.63,0.3
Jerrod Sanders,172.72,61.23,182.88,0.88,0.64,1.14,0.33,0.5,1.6
Luke Sanders,167.64,61.23,170.18,6.61,0.52,4.37,0.3,0.72,0.2
Jesse Sanders,182.88,77.11,,0.0,0.0,6.45,0.0,0.5,0.0
Robert Sanchez,167.64,56.7,167.64,0.96,0.4,1.78,0.62,0.5,0.7
Andrew Sanchez,185.42,83.91,187.96,4.3,0.43,5.1,0.36,1.0,0.0
Erick Sanchez,177.8,65.77,,0.0,0.0,0.0,0.0,0.0,0.0
Emmanuel Sanchez,175.26,65.77,180.34,4.45,0.35,4.17,0.06,0.16,0.5
Joby Sanchez,167.64,61.23,172.72,3.22,0.36,2.82,0.71,0.51,0.4
Donald Sanchez,177.8,65.77,,0.58,0.5,1.16,0.0,0.5,0.0
Bobby Sanchez,170.18,70.31,,0.0,0.0,0.0,0.0,1.0,0.0
Julian Sanchez,190.5,136.08,,0.0,0.0,0.0,0.0,0.0,0.0
Eddie Sanchez,187.96,104.33,187.96,3.45,0.43,3.3,0.26,0.42,0.0
Diego Sanchez,177.8,77.11,182.88,2.69,0.37,3.02,0.24,0.46,0.8
Josh San Diego,177.8,61.23,,0.0,0.0,0.0,0.0,0.0,0.0
Josh Sampo,162.56,56.7,162.56,1.99,0.36,2.96,0.33,0.4,2.1
Johnny Sampaio,172.72,77.11,,1.32,0.4,2.64,0.5,0.0,9.9
Josh Samman,190.5,83.91,200.66,2.08,0.52,2.47,0.33,0.33,0.4
Dylan Salvador,175.26,70.31,175.26,4.34,0.37,11.57,0.0,0.0,0.0
Vinicius Salvador,170.18,61.23,177.8,5.48,0.43,6.5,0.11,0.86,0.0
John Salter,185.42,83.91,187.96,1.68,0.32,1.68,0.46,0.66,0.5
Boston Salmon,175.26,61.23,175.26,4.13,0.37,7.75,0.0,1.0,0.0
Sean Salmon,177.8,83.91,,1.49,0.33,2.03,0.5,0.0,0.0
Quillan Salkilld,182.88,70.31,190.5,5.68,0.56,4.18,0.4,1.0,1.0
Brandon Saling,177.8,77.11,,2.88,0.4,6.08,0.0,0.57,0.0
Gabriel Salinas-Jones,185.42,111.13,,0.0,0.0,0.0,0.0,0.0,0.0
Muslim Salikhov,180.34,77.11,177.8,3.38,0.49,2.9,0.32,0.72,0.0
John Salgado,177.8,77.11,,0.99,0.5,1.86,0.0,0.5,0.0
Luis Saldana,180.34,65.77,185.42,5.16,0.5,3.65,0.17,0.44,0.2
Roman Salazar,170.18,61.23,,1.95,0.39,2.89,0.18,0.5,0.0
Ivan Salaverry,182.88,83.91,,3.01,0.47,1.19,0.18,0.36,2.5
Justin Salas,172.72,70.31,177.8,3.42,0.43,2.96,0.2,0.0,0.0
Ryuta Sakurai,170.18,83.01,,1.8,0.48,3.44,1.0,0.36,1.6
Hayato Sakurai,170.18,76.2,,2.45,0.49,1.94,0.69,0.56,0.3
Kazushi Sakuraba,182.88,83.91,,1.26,0.41,2.03,0.31,0.48,1.7
Gokhan Saki,182.88,92.99,185.42,7.09,0.58,4.57,0.0,1.0,0.0
Wataru Sakata,175.26,88.45,,1.11,0.61,2.08,0.0,0.0,0.0
Alessio Sakara,182.88,83.91,182.88,3.96,0.47,2.8,0.78,0.62,0.0
Augusto Sakai,190.5,120.2,195.58,4.6,0.49,3.83,0.4,0.56,0.0
Yukio Sakaguchi,175.26,83.91,,0.3,0.25,2.4,1.0,0.0,9.0
Lukasz Sajewski,172.72,70.31,180.34,2.06,0.35,3.88,0.25,0.66,0.0
Ovince Saint Preux,190.5,92.99,203.2,3.03,0.47,3.33,0.36,0.67,0.5
Benoit Saint Denis,180.34,70.31,185.42,5.17,0.53,4.98,0.37,0.68,1.2
Tatsuya Saika,182.88,70.31,185.42,6.67,0.44,9.91,0.0,0.66,0.0
Kiru Sahota,177.8,56.7,185.42,4.05,0.52,2.64,0.33,0.5,0.5
Jason Saggo,180.34,70.31,180.34,2.5,0.39,2.94,0.4,0.23,0.0
Tarec Saffiedine,177.8,77.11,177.8,4.05,0.47,3.06,0.36,0.84,0.1
Saparbeg Safarov,185.42,83.91,198.12,4.03,0.48,2.96,0.41,0.33,0.0
Frankie Saenz,167.64,61.23,167.64,3.94,0.47,3.5,0.31,0.61,0.1
Nazim Sadykhov,177.8,70.31,175.26,4.7,0.46,5.66,0.62,0.75,0.3
Amir Sadollah,177.8,77.11,190.5,4.71,0.46,3.55,0.27,0.6,0.3
Pat Sabatini,172.72,65.77,177.8,1.94,0.59,1.47,0.44,0.5,2.0
Danny Sabatello,177.8,61.23,180.34,2.07,0.57,0.2,0.75,1.0,1.0
Pete Sabala,,61.23,,0.0,0.0,0.0,0.0,0.0,0.0
Cameron Saaiman,172.72,61.23,170.18,5.32,0.46,4.18,0.28,0.47,0.7
Yusup Saadulaev,167.64,61.23,,0.57,0.45,0.96,0.6,0.0,1.0
Mike Russow,185.42,115.67,185.42,1.55,0.47,2.9,0.43,0.0,0.7
Montserrat Conejo Ruiz,152.4,52.16,154.94,0.79,0.27,4.96,0.83,0.33,0.8
Paul Ruiz,167.64,61.23,,1.4,0.33,1.4,0.0,1.0,20.9
Anthony Ruiz,187.96,92.99,,2.56,0.64,1.67,0.31,0.21,0.0
Eddie Ruiz,170.18,70.31,,0.2,0.25,1.4,0.12,0.0,0.0
Mauricio Ruffy,180.34,70.31,190.5,4.54,0.58,4.59,0.0,1.0,0.0
Gabe Ruediger,177.8,70.31,,1.7,0.31,5.16,0.11,0.28,0.0
Rodolfo Rubio Perez,165.1,65.77,,1.13,0.36,1.0,0.33,0.33,0.0
Rodrigo Ruas,177.8,83.91,,1.28,0.35,7.0,0.0,0.0,0.0
Marco Ruas,185.42,95.25,,0.0,0.0,0.0,0.0,0.0,0.0
Murilo Rua,180.34,83.91,,2.48,0.45,1.85,0.45,0.37,1.2
Mauricio Rua,185.42,92.99,193.04,3.57,0.5,2.79,0.48,0.49,0.7
Jairzinho Rozenstruik,187.96,109.77,198.12,3.48,0.48,2.63,0.0,0.72,0.0
Brandon Royval,175.26,56.7,172.72,4.46,0.39,3.06,0.75,0.45,1.2
Brad Royster,,61.23,,0.0,0.0,0.0,0.0,0.0,0.0
Kain Royer,,83.91,,0.0,0.0,1.63,0.0,0.0,4.1
Cam Rowston,187.96,83.91,198.12,2.13,0.49,1.87,0.0,0.28,1.0
Phil Rowe,190.5,77.11,203.2,3.65,0.49,4.34,0.36,0.56,0.3
Roberta Rovel,172.72,65.77,,0.87,0.46,3.0,0.0,1.0,0.0
Ray Routh,172.72,83.91,,0.54,0.21,3.22,0.33,0.0,0.0
Ronda Rousey,170.18,61.23,167.64,4.17,0.52,4.14,0.68,0.5,4.8
Khalil Rountree Jr.,185.42,92.99,193.04,3.73,0.38,4.51,0.0,0.58,0.1
Rick Roufus,182.88,93.89,,0.53,0.33,1.06,0.0,0.5,0.0
Ben Rothwell,193.04,120.2,198.12,3.71,0.42,4.63,0.34,0.7,0.4
Kristian Rothaermel,182.88,92.99,,0.75,0.5,2.49,0.0,0.0,0.0
Nick Rossborough,195.58,92.99,,2.8,0.35,4.33,0.0,1.0,0.0
Shannon Ross,167.64,56.7,167.64,5.96,0.39,7.39,0.0,1.0,0.0
Zach Rosol,,110.22,,0.0,0.0,14.21,0.0,0.0,0.0
Kevin Rosier,193.04,124.74,,0.0,0.0,0.0,0.0,0.0,0.0
Jared Rosholt,187.96,120.2,190.5,2.08,0.46,1.52,0.41,0.66,0.1
Jake Rosholt,185.42,83.91,,2.68,0.53,2.33,0.68,0.0,1.8
Hilarie Rose,160.02,52.16,160.02,2.33,0.33,6.13,0.0,1.0,0.0
Raul Rosas Jr.,175.26,61.23,170.18,1.55,0.43,1.43,0.39,0.0,1.3
Jacob Rosales,180.34,70.31,187.96,7.19,0.46,10.66,0.18,0.5,0.6
Karol Rosa,165.1,61.23,170.18,6.22,0.55,4.84,0.46,0.7,0.0
Charles Rosa,175.26,65.77,175.26,3.08,0.36,3.86,0.35,0.38,1.0
Aaron Rosa,193.04,92.99,195.58,4.03,0.47,4.41,0.33,0.85,0.4
Joao Roque,167.64,70.31,,0.0,0.0,0.0,0.0,0.0,0.0
George Roop,185.42,61.23,182.88,3.43,0.34,2.47,0.57,0.59,0.1
Jesse Ronson,177.8,70.31,177.8,3.54,0.47,3.39,0.28,0.57,0.5
Rongzhu,175.26,70.31,180.34,5.9,0.51,5.51,0.62,0.84,0.2
Juancamilo Ronderos,160.02,56.7,162.56,2.18,0.3,2.18,0.33,0.0,0.0
Cortavious Romious,162.56,61.23,172.72,2.1,0.37,3.02,0.66,0.7,1.0
Mara Romero Borella,167.64,56.7,175.26,2.54,0.37,2.48,0.44,0.66,0.2
Roberto Romero,172.72,65.77,177.8,4.93,0.47,8.07,0.0,0.66,0.0
Kaleio Romero,177.8,65.77,175.26,2.6,0.48,3.27,0.08,0.0,1.0
Anthony Romero,180.34,70.31,177.8,5.87,0.52,4.0,0.22,1.0,0.0
Yoel Romero,182.88,83.91,185.42,3.44,0.49,3.05,0.3,0.78,0.0
Ricardo Romero,182.88,92.99,193.04,2.17,0.55,4.77,0.1,1.0,3.3
Alexandr Romanov,187.96,118.84,190.5,3.78,0.51,2.13,0.55,0.28,0.9
Tim Roman,185.42,77.11,,0.6,0.4,2.4,1.0,0.16,0.0
Jared Rollins,175.26,77.11,,3.33,0.57,2.41,0.5,0.5,1.2
Shane Roller,177.8,70.31,182.88,2.04,0.34,2.65,0.33,0.42,1.9
Marcelo Rojo,172.72,65.77,180.34,4.92,0.39,6.42,0.5,0.66,0.0
Max Rohskopf,185.42,70.31,180.34,1.7,0.31,5.8,0.33,0.0,1.5
Pete Rogers Jr.,182.88,65.77,,0.66,0.15,1.71,0.0,0.0,0.0
Brian Rogers,180.34,83.91,,4.79,0.38,5.76,0.5,1.0,0.6
Brett Rogers,195.58,120.2,205.74,3.17,0.44,3.2,0.0,0.58,0.0
Marcos Rogerio de Lima,185.42,114.76,190.5,3.7,0.57,2.9,0.45,0.59,0.5
Nick Roehrick,187.96,92.99,,2.31,0.17,6.92,0.0,0.0,0.0
Pete Rodriguez,175.26,77.11,180.34,9.28,0.43,12.83,0.0,1.0,0.0
Christian Rodriguez,170.18,65.77,180.34,3.54,0.48,2.41,0.53,0.69,1.2
Piera Rodriguez,160.02,52.16,160.02,3.4,0.48,2.63,0.51,0.66,0.0
Victor Rodriguez,165.1,56.7,170.18,1.59,0.37,6.11,0.0,0.0,0.0
Drako Rodriguez,172.72,61.23,175.26,3.37,0.36,4.4,0.66,0.75,0.7
Ronaldo Rodriguez,167.64,56.7,165.1,2.13,0.44,3.15,0.5,0.64,1.1
Ray Rodriguez,170.18,61.23,177.8,0.9,0.27,3.89,0.5,0.44,0.0
Daniel Rodriguez,185.42,77.11,187.96,7.5,0.49,5.47,0.54,0.57,0.1
Marina Rodriguez,167.64,52.16,165.1,4.64,0.46,3.04,0.5,0.62,0.2
Mike Rodriguez,193.04,92.99,208.28,4.35,0.53,4.24,0.0,0.37,0.0
Yair Rodriguez,180.34,65.77,180.34,4.65,0.46,3.99,0.27,0.58,0.7
Manuel Rodriguez,175.26,77.11,,0.81,0.33,3.23,0.75,0.0,0.0
Ricco Rodriguez,193.04,120.2,,1.85,0.51,1.15,0.39,0.4,1.0
Paul Rodriguez,170.18,70.31,,0.84,1.0,1.68,0.0,0.5,0.0
Kleydson Rodrigues,165.1,61.23,170.18,4.58,0.57,2.29,0.22,0.53,0.6
Gregory Rodrigues,190.5,83.91,190.5,5.6,0.53,4.95,0.38,0.88,0.3
Kevin Roddy,180.34,65.77,,2.64,0.3,2.38,0.0,0.5,0.0
Luke Rockhold,190.5,83.91,195.58,4.1,0.49,2.68,0.29,0.65,1.0
Keith Rockel,182.88,83.91,,1.13,0.73,0.21,0.75,1.0,4.6
Lucas Rocha,160.02,56.7,162.56,2.0,0.44,4.48,0.0,0.61,0.0
Pedro Rocha,,,,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Eduardo Rocha,177.8,77.11,185.42,1.24,0.34,1.85,0.0,0.52,1.4
Vagner Rocha,177.8,70.31,185.42,2.64,0.42,4.5,0.33,0.5,1.9
Damonte Robinson,182.88,70.31,195.58,0.0,0.0,0.0,0.0,0.0,0.0
Alvin Robinson,175.26,70.31,172.72,1.57,0.5,1.29,0.5,0.25,1.2
Colin Robinson,193.04,110.22,,6.19,0.69,7.91,1.0,0.5,5.2
Mark Robinson,182.88,120.2,,0.0,0.0,5.8,0.0,0.0,0.0
Chad Robichaux,162.56,61.23,,0.0,0.0,0.0,0.0,0.0,0.0
Gillian Robertson,165.1,52.16,160.02,2.89,0.48,2.95,0.39,0.41,1.0
Kenny Robertson,177.8,77.11,187.96,3.72,0.47,3.02,0.26,0.57,0.8
Roosevelt Roberts,187.96,70.31,185.42,2.84,0.43,3.1,0.26,0.5,0.7
Danny Roberts,185.42,77.11,187.96,3.18,0.39,3.73,0.09,0.57,0.2
Buddy Roberts,187.96,83.91,,2.17,0.34,2.08,0.0,0.76,0.7
Daniel Roberts,177.8,77.11,187.96,0.73,0.2,2.27,0.44,0.4,2.5
Taylor Roberts,180.34,77.11,,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Roberts,167.64,70.31,,0.0,0.0,22.5,0.0,0.0,0.0
Tyrone Roberts,175.26,83.91,,0.0,0.0,0.0,0.0,0.0,0.0
Joey Roberts,187.96,90.72,,0.0,0.0,0.0,0.0,0.0,0.0
David Roberts,185.42,77.11,,0.0,0.0,0.0,0.0,0.0,0.0
Andre Roberts,187.96,156.49,,0.0,0.0,0.0,0.0,0.0,0.0
Karl Roberson,185.42,92.99,187.96,2.57,0.51,2.42,0.4,0.4,0.5
Kali Robbins,160.02,52.16,160.02,3.73,0.46,9.4,0.33,0.0,0.0
Justin Robbins,165.1,61.23,,0.67,0.37,3.2,0.0,0.0,0.0
Theo Rlayang,170.18,65.77,165.1,5.93,0.48,8.4,0.4,0.0,0.0
Pedro Rizzo,185.42,109.32,,1.93,0.34,3.02,0.28,0.78,0.0
Nicdali Rivera-Calanoc,160.02,47.63,,1.82,0.2,2.42,0.0,0.0,0.0
Jerome Rivera,177.8,56.7,182.88,3.21,0.33,2.6,0.0,0.4,0.0
Irwin Rivera,167.64,61.23,170.18,3.36,0.44,5.07,0.16,0.7,0.0
Jimmie Rivera,162.56,61.23,172.72,4.03,0.4,3.9,0.27,0.92,0.1
Jonathan Rivera,,70.31,,4.36,0.49,3.9,0.0,0.0,0.0
Francisco Rivera,172.72,61.23,177.8,4.07,0.41,3.16,0.63,0.68,0.6
Mario Rivera,177.8,77.11,,0.0,0.0,8.41,0.0,0.0,0.0
Dante Rivera,185.42,83.91,,2.27,0.53,4.0,0.0,0.16,0.0
Jorge Rivera,185.42,83.91,185.42,3.16,0.48,2.64,0.5,0.63,0.1
Diego Rivas,172.72,65.77,175.26,1.37,0.4,2.14,0.6,0.64,0.9
Shannon Ritch,175.26,86.18,,1.0,1.0,6.0,0.0,0.0,0.0
Maria Rios,165.1,56.7,,2.93,0.34,4.13,0.5,1.0,0.0
Rafael Rios,,68.04,,0.0,0.0,0.0,0.0,0.0,0.0
Albert Rios,172.72,65.77,,0.0,0.0,0.0,0.0,0.0,0.0
Mike Rio,177.8,70.31,177.8,1.68,0.39,2.99,0.27,0.0,1.0
Robbie Ring,175.26,65.77,172.72,5.11,0.38,9.15,0.33,0.0,0.0
Nick Ring,182.88,83.91,187.96,3.52,0.42,3.48,0.36,0.52,0.3
Jordan Rinaldi,177.8,65.77,182.88,1.56,0.35,2.32,0.35,0.2,1.2
Moise Rimbon,177.8,92.99,,0.8,0.34,1.0,0.5,0.37,0.0
Luke Riley,,65.77,,0.0,0.0,0.0,0.0,0.0,0.0
Jason Riley,198.12,111.13,,0.0,0.0,9.68,0.0,0.5,0.0
Aaron Riley,172.72,70.31,175.26,3.45,0.34,3.78,0.34,0.6,0.1
Jeremiah Riggs,182.88,83.91,,0.0,0.0,0.0,0.0,0.0,0.0
Joe Riggs,182.88,83.91,177.8,2.41,0.51,1.69,0.55,0.62,0.6
Matthew Riddle,185.42,77.11,193.04,3.01,0.42,2.74,0.5,0.89,0.5
Brad Riddell,170.18,70.31,180.34,4.71,0.53,3.53,0.36,0.63,0.0
Haisam Rida,,,,0.0,0.0,0.0,0.0,0.0,0.0
Dave Rickels,180.34,70.31,,4.29,0.59,5.53,0.0,0.25,0.0
Mike Richman,172.72,61.23,,4.06,0.44,3.49,0.0,0.76,0.0
Rex Richards,195.58,120.2,,17.65,0.58,5.29,0.0,0.0,0.0
John Richard,,92.99,,0.0,0.0,0.0,0.0,0.0,0.0
Matt Ricehouse,,70.31,,3.7,0.44,4.8,0.22,0.81,0.0
Tabatha Ricci,154.94,52.16,154.94,4.18,0.36,5.29,0.37,0.81,0.1
Alex Ricci,180.34,70.31,,2.48,0.41,2.53,0.0,0.64,0.0
Mike Ricci,182.88,70.31,193.04,1.8,0.32,1.64,1.0,0.54,0.0
Esteban Ribovics,177.8,70.31,175.26,8.08,0.43,5.92,0.66,0.63,0.2
Brendson Ribeiro,190.5,92.99,205.74,3.34,0.43,3.72,0.42,0.0,0.7
Claudio Ribeiro,185.42,83.91,195.58,3.59,0.51,4.9,0.5,0.66,0.0
Will Ribeiro,172.72,61.23,,1.83,0.28,1.64,1.0,0.5,2.9
Vitor Ribeiro,172.72,69.85,,1.0,0.28,1.95,0.26,1.0,1.2
Amanda Ribas,160.02,52.16,167.64,4.29,0.39,3.24,0.53,0.83,0.6
Lucrezia Ria,167.64,56.7,,4.07,0.46,4.4,0.33,0.0,0.0
Mike Rhodes,185.42,77.11,187.96,3.2,0.39,4.13,0.33,0.75,0.5
Johnny Rhodes,182.88,95.25,,0.0,0.0,0.0,0.0,0.0,0.0
Gaston Reyno,182.88,65.77,,7.79,0.62,3.9,0.0,0.0,11.7
Victor Reyna,180.34,77.11,187.96,5.8,0.63,4.75,0.0,1.0,0.0
Kyle Reyes,172.72,65.77,,0.0,0.0,0.0,0.0,0.0,0.0
Alex Reyes,180.34,70.31,185.42,4.46,0.46,6.92,0.28,0.0,0.0
Dominick Reyes,193.04,92.99,195.58,5.64,0.54,3.59,0.28,0.82,0.3
Marco Polo Reyes,180.34,70.31,180.34,6.0,0.37,5.52,0.0,0.46,0.0
Herman Renting,182.88,97.52,,0.0,0.0,0.0,0.0,0.0,0.0
John Renken,182.88,86.18,,0.0,0.0,0.0,0.0,0.0,0.0
Solomon Renfro,175.26,77.11,182.88,5.2,0.44,3.53,0.5,1.0,0.0
Marion Reneau,167.64,61.23,172.72,3.2,0.41,3.52,0.63,0.5,0.8
Montserrat Rendon,172.72,61.23,172.72,3.13,0.28,3.9,0.54,1.0,0.0
