event_name,fighter_1,fighter_2,winner,method,fighter_1_kd,fighter_1_sig_str,f1_sig_head,f1_sig_body,f1_sig_leg,f1_sig_distance,f1_sig_clinch,f1_sig_ground,fighter_1_td,fighter_1_sub_att,fighter_1_rev,fighter_1_ctrl,fighter_2_kd,fighter_2_sig_str,f2_sig_head,f2_sig_body,f2_sig_leg,f2_sig_distance,f2_sig_clinch,f2_sig_ground,fighter_2_td,fighter_2_sub_att,fighter_2_rev,fighter_2_ctrl,round_num,time
UFC Fight Night: Rodriguez vs. Caceres,Dennis Bermudez,Rony Jason,Dennis Bermudez, Decision - Unanimous ,0,0.5,0.6,0.1,0.29,0.43,0.04,0.52,0.5,0,1,7.06,0,0.21,0.66,0.33,0.0,0.77,0.22,0.0,0.0,0,0,0.52,3,5:00
UFC Fight Night: Rodriguez vs. Caceres,Yair Rodriguez,Alex Caceres,Yair Rodriguez, Decision - Split ,0,0.35,0.52,0.14,0.33,0.88,0.05,0.06,0.5,0,0,0.31,0,0.31,0.74,0.14,0.11,0.91,0.06,0.01,1.0,0,0,1.39,5,5:00
UFC 201: Lawler vs. Woodley,Michael Graves,Bojan Velickovic,, Decision - Majority ,0,0.45,0.44,0.33,0.22,0.55,0.11,0.33,0.5,0,0,7.04,0,0.29,0.17,0.23,0.58,0.88,0.11,0.0,0.5,0,0,1.23,3,5:00
UFC 201: Lawler vs. Woodley,Wilson Reis,Hector Sandoval,Wilson Reis, Submission ,0,0.5,0.75,0.0,0.25,1.0,0.0,0.0,0.6,1,0,1.05,0,0.38,0.6,0.2,0.2,1.0,0.0,0.0,0.0,0,1,0.07,1,1:49
UFC 201: Lawler vs. Woodley,Anthony Hamilton,Damian Grabowski,Anthony Hamilton, KO/TKO ,1,0.56,0.88,0.11,0.0,0.33,0.66,0.0,0.0,0,0,0.02,0,0.33,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,1,0:14
UFC 201: Lawler vs. Woodley,Ross Pearson,Jorge Masvidal,Jorge Masvidal, Decision - Unanimous ,0,0.37,0.26,0.36,0.36,0.98,0.01,0.0,1.0,0,0,0.3,1,0.44,0.74,0.15,0.09,0.81,0.07,0.11,1.0,0,0,0.36,3,5:00
UFC 201: Lawler vs. Woodley,Nikita Krylov,Ed Herman,Nikita Krylov, KO/TKO ,1,0.5,0.58,0.25,0.16,0.83,0.16,0.0,0.0,0,0,0.55,0,0.47,0.76,0.15,0.07,0.76,0.23,0.0,1.0,0,0,0.25,2,0:40
UFC 201: Lawler vs. Woodley,Ryan Benoit,Fredy Serrano,Ryan Benoit, Decision - Split ,1,0.53,0.48,0.25,0.25,0.67,0.25,0.06,0.0,0,0,1.25,0,0.36,0.63,0.36,0.0,0.81,0.09,0.09,0.35,0,0,4.59,3,5:00
UFC 201: Lawler vs. Woodley,Francisco Rivera,Erik Perez,Erik Perez, Decision - Unanimous ,0,0.34,0.7,0.14,0.14,0.94,0.03,0.01,0.0,0,0,0.01,0,0.34,0.37,0.42,0.2,0.68,0.07,0.24,0.33,0,0,5.0,3,5:00
UFC 201: Lawler vs. Woodley,Matt Brown,Jake Ellenberger,Jake Ellenberger, KO/TKO ,0,0.41,0.71,0.28,0.0,0.71,0.28,0.0,0.0,0,0,0.0,2,0.61,0.85,0.09,0.04,0.33,0.0,0.66,0.0,0,0,0.41,1,1:46
UFC 201: Lawler vs. Woodley,Rose Namajunas,Karolina Kowalkiewicz,Karolina Kowalkiewicz, Decision - Split ,0,0.48,0.74,0.14,0.11,0.71,0.22,0.05,0.33,0,0,2.26,0,0.34,0.52,0.34,0.13,0.42,0.48,0.08,0.0,0,0,2.18,3,5:00
UFC 201: Lawler vs. Woodley,Robbie Lawler,Tyron Woodley,Tyron Woodley, KO/TKO ,0,0.5,0.0,1.0,0.0,0.66,0.33,0.0,0.0,0,0,0.0,1,0.72,0.87,0.12,0.0,0.37,0.0,0.62,0.0,0,0,0.19,1,2:12
UFC on FOX: Holm vs. Shevchenko,Jim Alers,Jason Knight,Jason Knight, Decision - Split ,0,0.41,0.78,0.04,0.17,0.95,0.0,0.04,0.4,0,0,3.22,0,0.33,0.52,0.14,0.32,0.9,0.02,0.06,0.5,0,0,0.46,3,5:00
UFC on FOX: Holm vs. Shevchenko,Alex Oliveira,James Moontasri,Alex Oliveira, Decision - Unanimous ,0,0.74,0.48,0.48,0.03,0.08,0.25,0.65,0.25,0,0,11.2,0,0.46,0.5,0.08,0.41,0.25,0.75,0.0,0.0,0,0,1.19,3,5:00
UFC on FOX: Holm vs. Shevchenko,Michel Prazeres,JC Cottrell,Michel Prazeres, Decision - Unanimous ,0,0.62,0.64,0.29,0.06,0.83,0.04,0.12,0.5,1,1,6.43,0,0.26,0.64,0.07,0.28,1.0,0.0,0.0,0.0,0,1,1.26,3,5:00
UFC on FOX: Holm vs. Shevchenko,Kamaru Usman,Alexander Yakovlev,Kamaru Usman, Decision - Unanimous ,0,0.61,0.63,0.24,0.12,0.0,0.02,0.97,0.55,0,0,13.02,0,0.53,0.12,0.75,0.12,0.62,0.37,0.0,0.0,0,0,0.0,3,5:00
UFC on FOX: Holm vs. Shevchenko,Darren Elkins,Godofredo Pepey,Darren Elkins, Decision - Unanimous ,0,0.57,0.96,0.03,0.0,0.09,0.0,0.9,0.83,0,0,11.45,0,0.52,0.9,0.1,0.0,0.2,0.15,0.65,0.0,2,1,1.01,3,5:00
UFC on FOX: Holm vs. Shevchenko,Frankie Saenz,Eddie Wineland,Eddie Wineland, KO/TKO ,0,0.38,0.6,0.04,0.35,0.95,0.0,0.04,0.25,0,0,1.22,1,0.32,0.83,0.16,0.0,0.9,0.02,0.07,0.0,0,0,0.05,3,1:54
UFC on FOX: Holm vs. Shevchenko,Felice Herrig,Kailin Curran,Felice Herrig, Submission ,0,0.43,0.38,0.38,0.23,1.0,0.0,0.0,1.0,1,0,1.0,0,0.29,0.8,0.2,0.0,1.0,0.0,0.0,0.0,0,0,0.0,1,1:59
UFC on FOX: Holm vs. Shevchenko,Francis Ngannou,Bojan Mihajlovic,Francis Ngannou, KO/TKO ,0,0.4,0.62,0.37,0.0,0.37,0.0,0.62,0.0,0,0,0.06,0,0.5,0.0,0.33,0.66,1.0,0.0,0.0,0.0,0,0,0.0,1,1:34
UFC on FOX: Holm vs. Shevchenko,Edson Barboza,Gilbert Melendez,Edson Barboza, Decision - Unanimous ,0,0.41,0.41,0.17,0.41,0.92,0.0,0.07,1.0,0,0,0.38,0,0.3,0.89,0.07,0.02,0.92,0.02,0.05,0.0,0,0,0.04,3,5:00
UFC on FOX: Holm vs. Shevchenko,Holly Holm,Valentina Shevchenko,Valentina Shevchenko, Decision - Unanimous ,0,0.25,0.37,0.2,0.42,0.92,0.07,0.0,0.0,0,0,1.45,0,0.47,0.5,0.03,0.45,0.95,0.01,0.03,0.42,0,0,2.43,5,5:00
UFC Fight Night: McDonald vs. Lineker,Rani Yahya,Matthew Lopez,Rani Yahya, Submission ,0,0.53,0.7,0.15,0.15,0.62,0.02,0.35,0.5,1,0,7.39,0,0.41,0.5,0.21,0.28,0.92,0.0,0.07,1.0,2,1,2.05,3,4:19
UFC Fight Night: McDonald vs. Lineker,Scott Holtzman,Cody Pfister,Scott Holtzman, Decision - Unanimous ,1,0.53,0.64,0.24,0.11,0.54,0.22,0.22,1.0,1,1,6.21,0,0.3,0.85,0.14,0.0,0.6,0.25,0.14,0.11,0,2,3.32,3,5:00
UFC Fight Night: McDonald vs. Lineker,Cortney Casey,Cristina Stanciu,Cortney Casey, KO/TKO ,0,0.67,0.94,0.0,0.05,0.15,0.0,0.84,1.0,0,0,0.58,0,0.41,0.4,0.2,0.4,0.8,0.2,0.0,0.0,0,0,0.0,1,2:36
UFC Fight Night: McDonald vs. Lineker,Eric Spicely,Sam Alvey,Sam Alvey, Submission ,0,0.77,0.57,0.28,0.14,0.85,0.14,0.0,0.0,0,0,1.14,0,0.53,0.75,0.25,0.0,0.62,0.37,0.0,0.0,1,0,0.2,1,2:43
UFC Fight Night: McDonald vs. Lineker,Lauren Murphy,Katlyn Cerminara,Katlyn Cerminara, Decision - Unanimous ,0,0.26,0.73,0.07,0.18,0.76,0.1,0.13,0.25,0,0,5.42,0,0.32,0.6,0.17,0.22,0.93,0.06,0.0,0.0,0,0,0.07,3,5:00
UFC Fight Night: McDonald vs. Lineker,Louis Smolka,Ben Nguyen,Louis Smolka, KO/TKO ,0,0.72,0.91,0.08,0.0,0.03,0.0,0.96,0.5,7,3,7.03,0,0.5,0.5,0.25,0.25,0.5,0.25,0.25,0.0,1,2,1.49,2,4:41
UFC Fight Night: McDonald vs. Lineker,Kyle Noke,Keita Nakamura,Keita Nakamura, Submission ,0,0.57,0.43,0.18,0.38,0.93,0.04,0.02,1.0,0,0,0.33,1,0.36,0.8,0.12,0.07,0.75,0.02,0.21,0.0,1,0,0.32,2,4:59
UFC Fight Night: McDonald vs. Lineker,Aleksei Oleinik,Daniel Omielanczuk,Daniel Omielanczuk, Decision - Majority ,0,0.28,0.75,0.12,0.12,0.25,0.12,0.62,0.57,2,1,9.23,0,0.7,0.84,0.15,0.0,0.38,0.07,0.53,1.0,0,2,3.57,3,5:00
UFC Fight Night: McDonald vs. Lineker,Tim Boetsch,Josh Samman,Tim Boetsch, KO/TKO ,0,0.65,0.73,0.23,0.02,0.15,0.21,0.63,1.0,0,0,4.21,0,0.43,0.41,0.29,0.29,0.76,0.23,0.0,0.0,0,0,2.07,2,3:49
UFC Fight Night: McDonald vs. Lineker,Tony Ferguson,Lando Vannata,Tony Ferguson, Submission ,0,0.55,0.63,0.25,0.1,1.0,0.0,0.0,0.0,3,0,0.0,1,0.36,0.65,0.22,0.12,0.85,0.05,0.1,0.0,0,0,1.1,2,2:22
UFC Fight Night: McDonald vs. Lineker,Michael McDonald,John Lineker,John Lineker, KO/TKO ,0,0.46,0.92,0.07,0.0,0.85,0.14,0.0,0.0,0,0,0.0,2,0.47,0.69,0.26,0.03,0.57,0.19,0.23,0.0,0,0,0.08,1,2:43
UFC 200: Tate vs Nunes,Gegard Mousasi,Thiago Santos,Gegard Mousasi, KO/TKO ,1,0.61,0.76,0.14,0.09,0.38,0.14,0.47,1.0,0,0,2.09,0,0.38,0.6,0.0,0.4,0.8,0.0,0.2,0.0,0,0,0.0,1,4:32
UFC 200: Tate vs Nunes,Diego Sanchez,Joe Lauzon,Joe Lauzon, KO/TKO ,0,0.6,0.5,0.33,0.16,0.83,0.16,0.0,0.0,0,0,0.0,1,0.66,1.0,0.0,0.0,0.27,0.63,0.09,0.0,0,0,0.17,1,1:26
UFC 200: Tate vs Nunes,Sage Northcutt,Enrique Marin,Sage Northcutt, Decision - Unanimous ,0,0.62,0.87,0.07,0.04,0.34,0.31,0.34,0.0,1,1,4.24,0,0.44,0.75,0.12,0.12,0.75,0.12,0.12,0.4,2,0,7.27,3,5:00
UFC 200: Tate vs Nunes,TJ Dillashaw,Raphael Assuncao,TJ Dillashaw, Decision - Unanimous ,0,0.32,0.51,0.15,0.32,0.95,0.03,0.01,0.2,0,0,0.49,0,0.35,0.51,0.22,0.26,0.93,0.06,0.0,0.0,0,0,0.02,3,5:00
UFC 200: Tate vs Nunes,Johny Hendricks,Kelvin Gastelum,Kelvin Gastelum, Decision - Unanimous ,0,0.44,0.72,0.07,0.2,0.82,0.17,0.0,0.2,0,0,2.09,0,0.49,0.71,0.15,0.12,0.91,0.08,0.0,0.0,0,0,0.21,3,5:00
UFC 200: Tate vs Nunes,Cat Zingano,Julianna Pena,Julianna Pena, Decision - Unanimous ,0,0.47,0.54,0.36,0.09,0.27,0.18,0.54,0.75,0,2,9.05,0,0.57,0.66,0.33,0.0,0.08,0.16,0.75,0.66,1,1,4.52,3,5:00
UFC 200: Tate vs Nunes,Cain Velasquez,Travis Browne,Cain Velasquez, KO/TKO ,1,0.63,0.7,0.1,0.2,0.56,0.1,0.34,0.33,0,0,2.36,0,0.22,0.83,0.16,0.0,1.0,0.0,0.0,0.0,0,0,0.0,1,4:57
UFC 200: Tate vs Nunes,Jose Aldo,Frankie Edgar,Jose Aldo, Decision - Unanimous ,0,0.41,0.85,0.1,0.05,0.98,0.01,0.0,0.0,0,0,1.11,0,0.29,0.53,0.17,0.29,0.91,0.08,0.0,0.0,0,0,0.0,5,5:00
UFC 200: Tate vs Nunes,Daniel Cormier,Anderson Silva,Daniel Cormier, Decision - Unanimous ,0,0.51,0.81,0.06,0.12,0.45,0.0,0.54,1.0,0,0,10.33,0,0.39,0.52,0.23,0.23,0.94,0.05,0.0,0.0,0,0,0.0,3,5:00
UFC 200: Tate vs Nunes,Brock Lesnar,Mark Hunt,, Overturned ,0,0.68,0.92,0.03,0.03,0.13,0.01,0.84,0.5,0,0,8.07,0,0.4,0.92,0.07,0.0,0.84,0.0,0.15,0.0,0,0,0.0,3,5:00
The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,Jake Matthews,Kevin Lee,Kevin Lee, KO/TKO ,0,0.38,0.8,0.2,0.0,0.8,0.2,0.0,0.0,0,0,0.0,0,0.63,0.87,0.12,0.0,0.08,0.08,0.83,0.5,0,0,2.35,1,4:06
UFC 200: Tate vs Nunes,Miesha Tate,Amanda Nunes,Amanda Nunes, Submission ,0,0.2,0.66,0.33,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0,0.63,0.87,0.07,0.05,0.75,0.07,0.17,0.0,1,0,0.27,1,3:16
The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,Cezar Ferreira,Anthony Smith,Cezar Ferreira, Decision - Unanimous ,0,0.58,0.56,0.2,0.23,0.76,0.03,0.2,1.0,0,0,8.4,0,0.52,0.66,0.18,0.15,0.78,0.18,0.03,0.0,1,0,0.03,3,5:00
The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,Cory Hendricks,Josh Stansbury,Josh Stansbury, Decision - Majority ,0,0.39,0.48,0.36,0.14,0.78,0.21,0.0,0.0,0,0,0.18,0,0.57,0.77,0.11,0.11,0.6,0.14,0.24,0.0,0,0,7.48,3,5:00
The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,John Moraga,Matheus Nicolau,Matheus Nicolau, Decision - Split ,0,0.27,0.61,0.06,0.32,1.0,0.0,0.0,0.0,0,0,0.0,0,0.48,0.31,0.29,0.39,1.0,0.0,0.0,0.0,0,0,0.43,3,5:00
The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,Gray Maynard,Fernando Bruno,Gray Maynard, Decision - Unanimous ,0,0.42,0.6,0.26,0.13,0.43,0.3,0.26,0.42,1,1,6.41,0,0.31,0.81,0.18,0.0,0.84,0.15,0.0,0.28,1,0,2.28,3,5:00
The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,Joaquim Silva,Andrew Holbrook,Joaquim Silva, KO/TKO ,1,0.75,1.0,0.0,0.0,0.16,0.0,0.83,0.0,0,0,0.03,0,0.66,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0,0,0.0,1,0:34
The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,Dooho Choi,Thiago Tavares,Dooho Choi, KO/TKO ,1,0.57,1.0,0.0,0.0,0.75,0.0,0.25,0.0,0,0,0.17,0,0.4,0.0,0.5,0.5,0.0,1.0,0.0,1.0,0,0,1.58,1,2:42
The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,Ross Pearson,Will Brooks,Will Brooks, Decision - Unanimous ,0,0.46,0.27,0.53,0.18,0.57,0.42,0.0,0.0,0,0,2.07,0,0.53,0.45,0.4,0.15,0.53,0.4,0.06,0.16,0,0,4.33,3,5:00
The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,Tatiana Suarez,Amanda Cooper,Tatiana Suarez, Submission ,0,0.84,0.93,0.06,0.0,0.06,0.0,0.93,1.0,1,0,2.58,0,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2,1,0.26,1,3:43
The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,Andrew Sanchez,Khalil Rountree Jr.,Andrew Sanchez, Decision - Unanimous ,0,0.72,0.74,0.16,0.09,0.32,0.0,0.67,0.5,0,0,12.02,0,0.51,0.92,0.07,0.0,0.35,0.21,0.42,0.0,0,0,0.0,3,5:00
The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,Joanna Jedrzejczyk,Claudia Gadelha,Joanna Jedrzejczyk, Decision - Unanimous ,0,0.53,0.63,0.19,0.16,0.82,0.15,0.01,0.5,0,0,1.31,1,0.42,0.9,0.07,0.01,0.73,0.15,0.11,0.3,0,0,9.31,5,5:00
UFC Fight Night: Dos Anjos vs. Alvarez,Marco Beltran,Reginaldo Vieira,Marco Beltran, Submission ,1,0.41,0.75,0.2,0.05,0.35,0.55,0.1,0.0,1,0,0.24,0,0.35,0.5,0.4,0.1,0.5,0.3,0.2,0.75,0,0,3.26,2,3:04
UFC Fight Night: Dos Anjos vs. Alvarez,Gilbert Burns,Lukasz Sajewski,Gilbert Burns, Submission ,0,0.43,0.61,0.38,0.0,0.46,0.3,0.23,0.2,1,0,1.21,0,0.46,0.57,0.35,0.07,0.85,0.14,0.0,0.0,0,0,0.47,1,4:57
UFC Fight Night: Dos Anjos vs. Alvarez,Felipe Arantes,Jerrod Sanders,Felipe Arantes, Submission ,0,0.33,0.33,0.0,0.66,1.0,0.0,0.0,0.0,1,0,0.37,0,0.6,1.0,0.0,0.0,0.0,0.0,1.0,0.33,0,1,4.58,2,1:39
UFC Fight Night: Dos Anjos vs. Alvarez,Russell Doane,Pedro Munhoz,Pedro Munhoz, Submission ,0,0.43,0.61,0.33,0.05,0.94,0.05,0.0,0.0,0,0,0.08,0,0.56,0.57,0.21,0.21,1.0,0.0,0.0,0.5,1,0,0.2,1,2:08
UFC Fight Night: Dos Anjos vs. Alvarez,Anthony Birchak,Dileno Lopes,Anthony Birchak, Decision - Split ,0,0.36,0.39,0.43,0.17,0.73,0.21,0.04,0.0,0,0,2.2,0,0.28,0.88,0.08,0.04,0.72,0.28,0.0,0.16,0,0,5.1,3,5:00
UFC Fight Night: Dos Anjos vs. Alvarez,John Makdessi,Mehdi Baghdad,John Makdessi, Decision - Split ,0,0.55,0.36,0.32,0.3,0.94,0.03,0.02,0.0,0,0,1.45,1,0.31,0.53,0.13,0.33,0.9,0.05,0.05,0.0,0,0,0.07,3,5:00
UFC Fight Night: Dos Anjos vs. Alvarez,Mike Pyle,Alberto Mina,Alberto Mina, KO/TKO ,0,0.16,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,0.0,1,0.37,0.75,0.06,0.18,0.43,0.0,0.56,1.0,0,0,2.56,2,1:17
UFC Fight Night: Dos Anjos vs. Alvarez,Joe Duffy,Mitch Clarke,Joe Duffy, Submission ,1,0.42,1.0,0.0,0.0,0.33,0.0,0.66,0.0,1,0,0.15,0,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0.0,1,0:25
UFC Fight Night: Dos Anjos vs. Alvarez,Alan Jouban,Belal Muhammad,Alan Jouban, Decision - Unanimous ,3,0.5,0.53,0.23,0.23,0.75,0.05,0.18,0.0,0,0,1.37,0,0.38,0.92,0.03,0.03,0.89,0.06,0.03,0.25,0,0,2.59,3,5:00
UFC Fight Night: Dos Anjos vs. Alvarez,Roy Nelson,Derrick Lewis,Derrick Lewis, Decision - Split ,0,0.21,0.75,0.0,0.25,0.5,0.5,0.0,0.7,0,0,9.41,0,0.5,0.67,0.29,0.02,0.43,0.56,0.0,0.0,0,0,0.02,3,5:00
UFC Fight Night: Dos Anjos vs. Alvarez,Rafael Dos Anjos,Eddie Alvarez,Eddie Alvarez, KO/TKO ,0,0.29,0.75,0.16,0.08,0.83,0.16,0.0,0.0,0,0,0.22,0,0.57,0.75,0.17,0.06,0.44,0.48,0.06,0.33,0,0,0.2,1,3:49
UFC Fight Night: MacDonald vs Thompson,Colby Covington,Jonathan Meunier,Colby Covington, Submission ,1,0.55,0.89,0.1,0.0,0.15,0.0,0.84,0.55,1,0,9.09,0,0.69,0.62,0.0,0.37,0.37,0.0,0.62,0.0,0,0,0.0,3,0:54
UFC Fight Night: MacDonald vs Thompson,Randa Markos,Jocelyn Jones-Lybarger,Randa Markos, Decision - Unanimous ,0,0.35,0.89,0.06,0.03,0.75,0.15,0.09,0.16,1,0,1.59,0,0.33,0.75,0.06,0.17,0.94,0.05,0.0,1.0,0,0,1.5,3,5:00
UFC Fight Night: MacDonald vs Thompson,Elias Theodorou,Sam Alvey,Elias Theodorou, Decision - Unanimous ,0,0.26,0.21,0.43,0.35,0.75,0.24,0.0,0.0,0,0,1.38,0,0.55,0.2,0.41,0.37,0.62,0.37,0.0,0.0,0,0,1.34,3,5:00
UFC Fight Night: MacDonald vs Thompson,Chris Beal,Joe Soto,Joe Soto, Submission ,0,0.36,0.89,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0.11,0,0.34,0.78,0.06,0.14,0.89,0.0,0.1,0.14,2,0,2.08,3,3:39
UFC Fight Night: MacDonald vs Thompson,Tamdan McCrory,Krzysztof Jotko,Krzysztof Jotko, KO/TKO ,0,0.33,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0,0,0.0,1,0.4,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0,0,0.01,1,0:59
UFC Fight Night: MacDonald vs Thompson,Misha Cirkunov,Ion Cutelaba,Misha Cirkunov, Submission ,0,0.46,0.81,0.15,0.02,0.79,0.2,0.0,0.33,1,0,1.13,0,0.2,0.5,0.29,0.2,0.83,0.12,0.04,0.0,0,0,0.09,3,1:22
UFC Fight Night: MacDonald vs Thompson,Jason Saggo,Leandro Silva,Jason Saggo, Decision - Split ,0,0.36,0.6,0.12,0.27,0.77,0.0,0.22,0.5,0,0,3.21,0,0.47,0.65,0.12,0.21,0.85,0.04,0.1,0.66,0,0,1.13,3,5:00
UFC Fight Night: MacDonald vs Thompson,Valerie Letourneau,Joanne Wood,Joanne Wood, KO/TKO ,0,0.55,0.62,0.23,0.13,0.72,0.23,0.03,0.0,0,0,0.35,2,0.55,0.5,0.16,0.33,0.83,0.08,0.07,0.5,0,0,4.16,3,2:44
UFC Fight Night: MacDonald vs Thompson,Olivier Aubin-Mercier,Thibault Gouti,Olivier Aubin-Mercier, Submission ,0,0.72,0.86,0.13,0.0,0.5,0.02,0.47,0.37,1,0,7.34,0,0.42,0.82,0.1,0.06,0.48,0.13,0.37,0.0,0,1,0.27,3,2:28
UFC Fight Night: MacDonald vs Thompson,Steve Bosse,Sean O'Connell,Steve Bosse, Decision - Unanimous ,0,0.54,0.81,0.12,0.05,0.6,0.16,0.23,0.33,0,0,2.42,1,0.5,0.75,0.2,0.04,0.76,0.13,0.1,0.0,0,0,3.12,3,5:00
UFC Fight Night: MacDonald vs Thompson,Donald Cerrone,Patrick Cote,Donald Cerrone, KO/TKO ,3,0.61,0.57,0.19,0.23,0.65,0.1,0.23,0.66,1,0,4.43,0,0.49,0.36,0.36,0.26,0.97,0.02,0.0,0.0,0,0,0.0,3,2:35
UFC Fight Night: MacDonald vs Thompson,Rory MacDonald,Stephen Thompson,Stephen Thompson, Decision - Unanimous ,0,0.4,0.81,0.16,0.01,0.77,0.18,0.04,0.0,0,0,0.08,0,0.42,0.64,0.2,0.14,0.88,0.07,0.04,0.0,0,0,1.48,5,5:00
UFC 205: Alvarez vs McGregor,Liz Carmouche,Katlyn Cerminara,Liz Carmouche, Decision - Split ,0,0.42,0.22,0.18,0.59,0.77,0.07,0.14,0.57,0,0,7.36,1,0.19,0.5,0.22,0.27,0.77,0.13,0.09,0.0,0,0,0.1,3,5:00
UFC Fight Night: Mousasi vs. Hall 2,Charlie Ward,Abdul Razak Alhassan,Abdul Razak Alhassan, KO/TKO ,0,0.14,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0,0,0.0,3,0.54,1.0,0.0,0.0,0.58,0.16,0.25,0.0,0,0,0.07,1,0:53
UFC Fight Night: Bader vs. Nogueira,Francimar Barroso,Darren Stewart,, Overturned ,0,0.0,0.33,0.34,0.33,0.33,0.34,0.33,0.0,0,0,0.0,0,0.7,0.85,0.14,0.0,0.0,0.14,0.85,0.5,0,0,1.15,1,1:34
UFC Fight Night: Whittaker vs. Brunson,Yao Zhikui,Jenel Lausa,Jenel Lausa, Decision - Unanimous ,0,0.23,0.51,0.13,0.34,0.68,0.03,0.27,0.16,0,0,1.55,2,0.51,0.94,0.05,0.0,0.94,0.0,0.05,1.0,1,0,0.51,3,5:00
The Ultimate Fighter: Tournament of Champions Finale,Josh Stansbury,Devin Clark,Devin Clark, Decision - Unanimous ,0,0.54,0.58,0.25,0.16,0.63,0.36,0.0,0.0,2,0,3.51,0,0.45,0.74,0.12,0.12,0.85,0.14,0.0,0.16,0,0,4.4,3,5:00
UFC Fight Night: Lewis vs. Abdurakhimov,Juliana Lima,JJ Aldrich,Juliana Lima, Decision - Unanimous ,0,0.45,0.39,0.35,0.25,0.42,0.42,0.14,0.66,0,0,7.04,0,0.38,0.41,0.58,0.0,0.25,0.61,0.12,0.0,0,0,0.46,3,5:00
UFC 206: Holloway vs. Pettis,Zach Makovsky,Dustin Ortiz,Dustin Ortiz, Decision - Split ,0,0.47,0.33,0.61,0.04,0.42,0.52,0.04,0.4,1,1,2.07,0,0.52,0.52,0.35,0.11,0.29,0.32,0.38,0.44,0,2,8.1,3,5:00
UFC on FOX: VanZant vs. Waterson,Bojan Velickovic,Sultan Aliev,Sultan Aliev, Decision - Split ,0,0.41,0.04,0.4,0.54,0.77,0.18,0.04,0.0,1,0,0.24,0,0.57,0.93,0.0,0.06,0.26,0.13,0.6,0.66,0,1,9.12,3,5:00
UFC 207: Nunes vs. Rousey,Alex Oliveira,Tim Means,, Could Not Continue ,1,0.6,0.5,0.5,0.0,0.83,0.16,0.0,0.25,0,0,1.19,0,0.73,0.52,0.35,0.11,0.35,0.35,0.29,1.0,0,0,1.02,1,3:33
UFC Fight Night: Rodriguez vs. Penn,Dmitrii Smoliakov,Cyril Asker,Cyril Asker, KO/TKO ,0,0.5,0.4,0.6,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0,0.4,1.0,0.0,0.0,0.1,0.0,0.89,1.0,0,0,1.22,1,2:41
UFC on FOX: Shevchenko vs. Pena,Jason Gonzalez,JC Cottrell,Jason Gonzalez, Submission ,0,0.22,0.75,0.25,0.0,1.0,0.0,0.0,0.0,1,0,0.07,0,0.16,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,2.37,1,3:54
UFC Fight Night: Bermudez vs. The Korean Zombie,Daniel Jolly,Khalil Rountree Jr.,Khalil Rountree Jr., KO/TKO ,0,0.0,0.33,0.34,0.33,0.33,0.34,0.33,0.0,0,0,0.08,1,1.0,0.33,0.66,0.0,0.0,0.33,0.66,0.0,0,0,0.01,1,0:52
UFC 208: Holm vs. De Randamie,Ryan LaFlare,Roan Carneiro,Ryan LaFlare, Decision - Unanimous ,1,0.31,0.44,0.48,0.06,0.58,0.17,0.24,0.25,0,0,5.09,0,0.38,0.63,0.1,0.26,0.52,0.15,0.31,0.0,0,0,1.53,3,5:00
UFC Fight Night: Lewis vs. Browne,Gerald Meerschaert,Ryan Janes,Gerald Meerschaert, Submission ,0,0.5,0.66,0.0,0.33,1.0,0.0,0.0,0.0,1,0,0.0,0,0.37,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1.18,1,1:34
UFC 209: Woodley vs. Thompson 2,Albert Morales,Andre Soukhamthath,Albert Morales, Decision - Split ,0,0.42,0.6,0.03,0.35,0.83,0.05,0.1,0.33,0,0,4.42,0,0.39,0.54,0.3,0.15,0.73,0.04,0.21,0.0,0,0,2.18,3,5:00
