draws,height_cm,losses,name,reach_cm,stance,strikes_per_min,striking_accuracy,submission_avg,takedown_accuracy,takedown_avg,takedown_defense,weight_kg,wins
,175.26,,Cristiano Marcello,182.88,,2.56,0.33,0.9,0.11,3.61,0.2,70.31,
,185.42,,Jimi Manuwa,200.66,,3.43,0.54,0.4,0.18,3.97,0.7,92.99,
,175.26,,Chris Manuel,,,2.53,0.4,0.0,0.2,2.67,1.0,61.23,
,185.42,,Dylan Mantello,185.42,,4.69,0.62,0.0,0.0,4.76,0.76,70.31,
,152.4,,Marnic Mann,162.56,,1.47,0.41,0.4,0.33,5.08,0.25,52.16,
,185.42,,Steve Mann,,,3.18,0.7,0.0,1.0,0.66,0.6,77.11,
,185.42,,Jon Manley,,,1.13,0.2,0.0,0.07,4.33,0.2,77.11,
,165.1,,Melchor Manibusan,,,1.58,0.54,0.0,0.0,5.79,0.0,69.85,
,175.26,,Melvin Manhoef,,,3.52,0.48,0.0,0.25,2.64,0.78,83.91,
,170.18,,Gary Mangat,,,0.0,0.0,0.0,0.0,0.0,0.0,61.23,
,,,Michael Mangan,,,1.94,0.33,0.0,0.5,4.52,1.0,70.31,
,177.8,,Nate Maness,182.88,,3.14,0.5,0.7,0.75,3.88,0.8,56.7,
,175.26,,Troy Mandaloniz,,,3.52,0.56,0.0,0.66,4.71,0.57,77.11,
,,,Dan Manasoiu,,,0.0,0.0,0.0,0.0,0.0,0.0,,
,185.42,,Mike Malott,185.42,,3.85,0.46,0.8,0.56,3.06,0.16,77.11,
,175.26,,Jacob Malkoun,185.42,,3.86,0.56,0.4,0.42,2.48,0.2,83.91,
,180.34,,Carl Malenko,,,0.0,0.0,0.0,0.0,0.0,0.0,90.72,
,172.72,,Nazareno Malegarie,,,3.87,0.34,0.0,0.33,3.27,0.0,70.31,
,175.26,,Bea Malecki,187.96,,6.84,0.46,1.1,0.0,6.96,0.78,61.23,
,167.64,,Marvin Maldonado,,,0.87,0.56,0.0,0.0,3.47,0.2,61.23,
,185.42,,Fabio Maldonado,190.5,,5.29,0.58,0.6,0.57,4.31,0.61,92.99,
,180.34,,Jeremy Malaterre,,,0.0,0.0,0.0,0.0,0.0,0.0,70.31,
,170.18,,Azat Maksum,177.8,,2.8,0.23,0.5,0.22,5.23,0.66,56.7,
,162.56,,Zach Makovsky,162.56,,1.94,0.43,0.3,0.3,2.24,0.56,56.7,
,167.64,,Aliev Makhmud,,,1.12,0.3,0.0,0.5,2.24,0.0,88.45,
,177.8,,Islam Makhachev,177.8,,2.63,0.58,1.1,0.53,1.55,0.9,70.31,
,172.72,,John Makdessi,172.72,,5.52,0.49,0.0,0.0,4.15,0.86,70.31,
,172.72,,Levan Makashvili,172.72,,2.87,0.54,0.0,0.42,2.07,0.85,65.77,
,,,Roshan Mainam,,,0.0,0.0,0.0,0.0,0.0,0.0,61.23,
,165.1,,Nayara Maia,167.64,,0.6,0.36,1.0,0.33,3.33,0.0,56.7,
,162.56,,Jennifer Maia,162.56,,4.35,0.38,0.1,0.27,4.52,0.58,56.7,
,185.42,,Demian Maia,182.88,,1.8,0.43,1.0,0.24,2.07,0.61,77.11,
,175.26,,Klayton Mai,,,1.53,0.42,7.7,1.0,1.02,0.0,56.7,
,190.5,,Bill Mahood,,,1.54,0.85,3.9,0.0,3.59,0.0,90.72,
,182.88,,Maheshate,180.34,,3.86,0.29,0.0,0.0,5.64,0.45,70.31,
,,,Michelle Maher,,,0.0,0.0,0.0,0.0,0.0,0.0,65.77,
,,,Lolohea Mahe,,,1.71,0.29,0.0,0.4,6.92,0.0,,
,175.26,,John Maguire,175.26,,1.41,0.41,1.1,0.46,2.44,0.77,70.31,
,185.42,,Zabit Magomedsharipov,185.42,,4.89,0.48,0.8,0.56,3.0,0.77,65.77,
,187.96,,Shara Magomedov,185.42,,5.87,0.62,0.0,0.0,4.13,0.72,83.91,
,187.96,,Abus Magomedov,198.12,,2.65,0.44,0.3,0.64,3.35,1.0,83.91,
,190.5,,Ruslan Magomedov,198.12,,4.02,0.47,0.0,1.0,1.47,0.88,109.77,
,175.26,,Rashid Magomedov,177.8,,4.4,0.49,0.2,0.57,3.05,0.89,70.31,
,182.88,,Ibragim Magomedov,,,0.26,0.04,0.0,0.0,3.86,0.0,113.4,
,185.42,,Raimond Magomedaliev,190.5,,4.07,0.41,0.0,0.0,4.75,0.0,77.11,
,190.5,,Neil Magny,203.2,,3.43,0.46,0.2,0.38,2.48,0.53,77.11,
,154.94,,Angela Magana,165.1,,1.53,0.28,0.4,0.25,4.92,0.28,52.16,
,,,Brandon Magana,,,0.0,0.0,0.0,0.0,0.0,0.0,77.11,
,,,Eric Magana,,,0.0,0.0,0.0,0.0,0.0,0.0,,
,175.26,,Bernardo Magalhaes,,,1.8,0.27,0.5,0.0,3.37,0.0,70.31,
,185.42,,Caio Magalhaes,185.42,,2.27,0.4,1.6,0.15,2.78,0.58,83.91,
,,,Vinicius Magalhaes,,,0.0,0.0,0.0,0.0,0.0,0.0,65.77,
,190.5,,Vinny Magalhaes,190.5,,2.14,0.24,0.8,0.44,3.97,0.66,92.99,
,177.8,,Leonardo Mafra,177.8,,4.55,0.48,0.4,0.83,4.38,0.69,70.31,
,170.18,,Yoshiro Maeda,172.72,,2.36,0.33,0.7,0.51,2.55,0.5,63.05,
,172.72,,Mark Madsen,182.88,,3.56,0.49,0.0,0.66,3.97,0.62,70.31,
,182.88,,Jon Madsen,182.88,,2.46,0.41,0.0,0.71,1.18,0.7,108.86,
,170.18,,Victor Madrigal,180.34,,2.31,0.38,0.0,0.0,9.56,0.0,61.23,
,182.88,,Ryan Madigan,,,0.0,0.0,0.0,0.0,3.35,0.0,77.11,
,182.88,,Don Madge,182.88,,2.08,0.52,0.7,0.25,0.74,0.8,70.31,
,180.34,,Reza Madadi,185.42,,2.51,0.46,0.5,0.33,3.31,0.89,70.31,
,162.56,,Pauline Macias,162.56,,0.8,0.29,0.0,0.18,4.6,0.0,52.16,
,175.26,,Anthony Macias,,,0.0,0.0,0.0,0.0,0.0,0.0,83.91,
,180.34,,War Machine,,,2.32,0.6,0.0,0.5,3.17,0.4,77.11,
,185.42,,Lyoto Machida,187.96,,2.59,0.53,0.4,0.65,1.57,0.75,83.91,
,190.5,,Ian Machado Garry,187.96,,4.72,0.54,0.5,0.54,2.82,0.73,77.11,
,193.04,,Caio Machado,198.12,,5.82,0.53,0.0,0.0,2.87,0.82,113.4,
,162.56,,Valesca Machado,160.02,,2.4,0.32,0.0,0.0,2.87,0.76,52.16,
,162.56,,Ilima Macfarlane,,,4.13,0.43,1.0,0.0,2.93,0.5,56.7,
,,,Clayton MacFarlane,,,1.33,0.52,0.0,0.33,1.82,0.37,77.11,
,180.34,,Ryan MacDonald,180.34,,2.28,0.29,0.0,0.0,6.49,0.0,61.23,
,182.88,,Rory MacDonald,193.04,,3.75,0.42,0.4,0.47,2.8,0.88,77.11,
,190.5,,Rob MacDonald,198.12,,1.8,0.5,5.4,0.8,2.04,0.8,92.99,
,190.5,,Jason MacDonald,203.2,,1.55,0.52,2.0,0.16,2.7,0.35,83.91,
,180.34,,William Macario,190.5,,4.92,0.54,0.0,0.45,3.96,0.78,77.11,
,170.18,,Pawan Maan,177.8,,0.89,0.44,0.0,0.0,2.98,0.0,70.31,
,180.34,,Dong Hyun Ma,177.8,,2.84,0.41,0.0,0.53,4.1,0.33,70.31,
,177.8,,Stevie Lynch,,,2.47,0.25,0.0,0.0,7.06,0.0,77.11,
,172.72,,Lv Zhenhong,170.18,,0.0,0.0,0.0,0.0,0.0,0.0,65.77,
,172.72,,Tucker Lutz,182.88,,3.74,0.46,0.2,0.44,3.25,0.69,65.77,
,185.42,,Joilton Lutterbach,190.5,,0.0,0.0,0.0,0.0,0.0,0.0,83.91,
,180.34,,Travis Lutter,190.5,,0.41,0.32,0.7,0.24,2.42,0.3,83.91,
,190.5,,Thaddeus Luster,,,0.0,0.0,0.0,0.0,0.0,0.0,95.25,
,180.34,,Vicente Luque,190.5,,5.05,0.51,0.7,0.53,5.22,0.62,77.11,
,182.88,,Alexandru Lungu,,,3.61,0.66,0.0,0.0,7.22,0.0,174.63,
,172.72,,Dalcha Lungiambula,193.04,,3.07,0.45,0.0,0.45,3.93,0.77,83.91,
,157.48,,Paula Luna,157.48,,0.65,0.5,0.0,0.0,6.2,0.0,56.7,
,172.72,,Mike Lullo,,,2.48,0.36,0.6,0.11,4.84,0.0,65.77,
,177.8,,Duane Ludwig,177.8,,4.62,0.44,0.1,0.25,3.05,0.59,77.11,
,160.02,,Iasmin Lucindo,167.64,,2.94,0.44,0.2,0.6,2.53,0.54,52.16,
,167.64,,Stephanie Luciano,165.1,,5.36,0.41,0.0,0.66,3.38,0.8,52.16,
,167.64,,Cleber Luciano,,,0.0,0.0,0.0,0.0,0.0,0.0,70.31,
,185.42,,Matt Lucas,,,1.27,0.48,0.0,0.1,3.93,0.0,92.99,
,187.96,,Robert Lucarelli,,,0.0,0.0,0.0,0.0,0.0,0.0,111.13,
,,,Lu Zhengyong,,,0.0,0.0,0.0,0.0,0.0,0.0,56.7,
,175.26,,Lu Kai,175.26,,3.76,0.43,2.6,0.5,5.51,1.0,65.77,
,180.34,,Joe Lowry,185.42,,3.97,0.34,0.0,0.0,4.25,0.0,70.31,
,,,Brandon Lowe,,,0.0,0.0,0.0,0.0,0.0,0.0,70.31,
,170.18,,Waylon Lowe,,,1.88,0.55,0.3,0.55,2.4,0.83,65.77,
,190.5,,Jakob Lovstad,,,0.0,0.0,0.0,0.0,9.43,0.0,92.99,
,172.72,,Ian Loveland,,,2.71,0.4,0.3,0.37,2.36,0.69,65.77,
,,,Rashard Lovelace,,,0.0,0.0,0.0,0.0,0.0,0.0,70.31,
,167.64,,Caolan Loughran,172.72,,5.64,0.43,0.0,0.26,5.62,1.0,61.23,
,187.96,,Nate Loughran,,,1.81,0.4,2.1,0.0,4.11,0.0,83.91,
,177.8,,Brendan Loughnane,177.8,,6.23,0.63,0.0,0.3,6.7,0.92,65.77,
,165.1,,Gustavo Lopez,170.18,,2.48,0.4,0.7,0.41,3.87,0.31,61.23,
,177.8,,Benito Lopez,185.42,,4.39,0.45,0.3,0.0,5.18,0.73,61.23,
,170.18,,Matthew Lopez,175.26,,3.13,0.5,1.3,0.6,3.73,0.71,61.23,
,177.8,,Christopher Lopez,,,0.0,0.0,0.0,0.0,0.0,0.0,77.11,
,177.8,,Jorge Lopez,,,2.47,0.59,0.0,0.41,2.57,0.81,77.11,
,162.56,,Federico Lopez,,,1.78,0.23,0.0,0.0,5.35,0.0,63.05,
,180.34,,Steve Lopez,,,1.39,0.24,0.0,0.0,2.69,0.37,70.31,
,167.64,,Ivan Lopez,,,0.9,0.26,0.0,0.0,2.24,0.3,61.23,
,187.96,,Arthur Lopes,195.58,,9.74,0.41,0.0,0.0,14.87,0.0,106.14,
,187.96,,Bruno Lopes,187.96,,2.89,0.43,0.0,0.33,3.0,1.0,92.99,
,180.34,,Diego Lopes,182.88,,4.2,0.53,2.8,0.4,4.11,0.52,65.77,
,165.1,,Dileno Lopes,,,2.37,0.36,1.5,0.31,3.33,1.0,61.23,
,187.96,,Lucas Lopes,,,0.0,0.0,0.0,0.0,0.0,0.0,83.91,
,177.8,,Ange Loosa,187.96,,5.6,0.44,0.2,0.38,6.68,0.83,77.11,
,154.94,,Loma Lookboonmee,154.94,,4.1,0.57,0.1,0.5,2.48,0.72,52.16,
,175.26,,Thomas Longacre,,,0.0,0.0,0.0,0.0,0.0,0.0,65.77,
,,,Rocky Long,,,0.0,0.0,0.0,0.0,0.0,0.0,65.77,
,182.88,,Michael Lombardo,182.88,,1.47,0.62,0.0,0.21,2.63,0.6,77.11,
,175.26,,Hector Lombard,180.34,,3.02,0.46,0.5,0.48,3.35,0.77,83.91,
,182.88,,David Loiseau,193.04,,1.59,0.44,0.1,0.42,3.64,0.36,83.91,
,187.96,,Christian Lohsen,195.58,,5.27,0.49,2.0,0.0,6.93,0.0,70.31,
,190.5,,Sean Loeffler,,,0.0,0.0,0.0,0.0,0.0,0.0,83.91,
,187.96,,Ryan Loder,193.04,,6.16,0.8,2.2,0.33,0.15,1.0,83.91,
,175.26,,Dylan Lockard,182.88,,1.31,0.53,1.2,0.4,3.31,0.28,65.77,
,175.26,,Artem Lobov,165.1,,3.52,0.41,0.0,0.25,4.82,0.52,65.77,
,180.34,,John Lober,,,0.0,0.0,0.0,0.0,0.0,0.0,90.26,
,170.18,,Brian Lo-A-Njoe,,,3.87,0.42,0.0,0.0,0.0,0.66,70.31,
,180.34,,Abner Lloveras,,,6.27,0.49,0.0,0.2,6.87,0.0,70.31,
,182.88,,James Llontop,185.42,,5.57,0.41,0.0,0.0,4.12,0.54,70.31,
,193.04,,Wesley Little,,,0.0,0.0,0.0,0.0,0.0,0.0,92.99,
,185.42,,Dean Lister,190.5,,1.26,0.35,1.1,0.15,1.89,0.5,83.91,
,170.18,,Tainara Lisboa,170.18,,2.05,0.5,0.5,0.4,1.4,0.7,61.23,
,187.96,,Philipe Lins,198.12,,3.8,0.49,0.0,0.33,3.59,1.0,92.99,
,187.96,,Lucio Linhares,,,0.99,0.22,1.9,0.5,3.47,0.5,83.91,
,177.8,,Austin Lingo,177.8,,3.86,0.37,0.0,0.66,4.86,0.75,65.77,
,160.02,,John Lineker,170.18,,5.36,0.4,0.6,0.58,4.27,0.67,61.23,
,180.34,,Jake Lindsey,,,3.44,0.52,0.0,0.33,4.01,0.5,70.31,
,182.88,,Matt Lindland,187.96,,2.62,0.5,1.3,0.48,1.56,0.6,83.91,
,172.72,,Emiliano Linares,182.88,,1.17,0.28,0.0,0.0,3.59,0.33,65.77,
,,,Miguel Linares,,,6.51,0.5,0.0,0.0,8.84,0.0,,
,167.64,,Felipe Lima,172.72,,3.5,0.45,1.1,0.42,2.32,0.83,65.77,
,170.18,,Andre Lima,170.18,,4.06,0.6,1.1,0.75,2.49,0.75,56.7,
,157.48,,Mabelly Lima,,,3.07,0.63,0.0,0.0,5.67,1.0,61.23,
,185.42,,Douglas Lima,,,1.92,0.36,0.0,1.0,2.84,0.46,77.11,
,187.96,,Dhiego Lima,190.5,,3.12,0.39,0.6,0.34,3.88,0.73,77.11,
,190.5,,Hyun Gyu Lim,195.58,,4.45,0.41,0.2,1.0,5.07,0.73,77.11,
,175.26,,Jae Suk Lim,,,2.43,0.5,0.0,1.0,4.05,1.0,77.11,
,175.26,,Donnie Liles,,,2.25,0.41,1.2,0.28,1.75,0.0,77.11,
,175.26,,Chris Liguori,,,0.29,0.33,0.0,0.0,1.44,0.5,83.91,
,187.96,,Scott Lighty,,,2.91,0.21,0.0,0.0,4.24,0.0,92.99,
,172.72,,Zach Light,,,0.81,0.33,0.0,1.0,1.9,0.0,77.11,
,,,Sam Liera,,,0.82,0.6,0.0,0.0,7.36,0.66,,
,180.34,,Rodrigo Lidio,185.42,,0.97,0.5,0.0,0.0,0.0,0.5,70.31,
,187.96,,Chuck Liddell,193.04,,2.97,0.35,0.0,0.75,2.71,0.81,92.99,
,175.26,,Jess Liaudin,182.88,,2.46,0.51,1.6,0.53,2.76,0.3,77.11,
,165.1,,Liang Na,170.18,,1.99,0.42,0.5,0.58,3.95,0.25,56.7,
,172.72,,Li Yunfeng,172.72,,0.53,0.29,0.0,0.0,2.55,0.5,61.23,
,182.88,,Li Jingliang,180.34,,4.46,0.42,0.0,0.41,3.95,0.6,77.11,
,205.74,,Chi Lewis-Parry,,,0.0,0.0,0.0,0.0,0.0,0.0,110.22,
,182.88,,Malik Lewis,190.5,,4.16,0.45,0.0,0.4,5.66,0.5,70.31,
,162.56,,Brandon Lewis,177.8,,2.17,0.29,0.0,0.15,3.63,0.2,61.23,
,190.5,,Bevon Lewis,200.66,,3.73,0.43,0.0,0.0,2.67,0.66,83.91,
,190.5,,Derrick Lewis,200.66,,2.48,0.5,0.0,0.26,2.48,0.52,117.93,
,182.88,,John Lewis,,,0.0,0.0,0.0,0.0,4.0,0.0,70.31,
,175.26,,Natan Levy,180.34,,3.7,0.52,0.5,0.58,3.19,0.41,70.31,
,,,Kyle Levinton,,,0.0,0.0,0.0,0.0,0.0,0.0,,
,195.58,,David Levicki,,,0.0,0.0,0.0,0.0,0.0,0.0,124.74,
,175.26,,Marcus LeVesseur,177.8,,2.55,0.64,0.6,0.36,3.7,0.83,70.31,
,180.34,,Justin Levens,,,1.24,0.47,5.1,0.5,3.15,0.33,83.91,
,170.18,,Leah Letson,180.34,,3.06,0.41,0.0,0.5,3.84,0.76,65.77,
,170.18,,Valerie Letourneau,172.72,,4.51,0.37,0.3,0.45,5.4,0.66,52.16,
,180.34,,Frank Lester,,,2.18,0.36,0.0,0.0,3.82,0.0,77.11,
,190.5,,Brock Lesnar,205.74,,3.53,0.72,0.5,0.55,2.11,0.6,120.2,
,,,Lukasz Les,,,0.0,0.0,0.0,0.0,0.0,0.0,77.11,
,,,Michael Lerma,,,0.0,0.0,0.0,0.0,6.47,0.0,,
,190.5,,Kimo Leopoldo,,,0.76,0.83,2.3,1.0,2.12,0.0,106.59,
,182.88,,Chad Leonhardt,,,0.0,0.0,0.0,0.0,0.0,0.0,77.11,
,167.64,,Anthony Leone,,,1.94,0.53,0.0,0.18,2.52,0.0,61.23,
,165.1,,Victoria Leonardo,162.56,,3.22,0.38,0.0,0.27,4.81,0.71,56.7,
,172.72,,Alberta Cerra Leon,,,0.0,0.0,0.0,0.0,0.0,0.0,107.95,
,172.72,,Nik Lentz,172.72,,3.44,0.47,1.2,0.32,3.25,0.43,65.77,
,182.88,,Jean Francois Lenogue,,,1.13,0.34,0.0,0.0,0.27,0.33,83.91,
,175.26,,Jesse Lennox,182.88,,2.69,0.32,0.3,0.66,3.2,0.63,77.11,
,182.88,,Christophe Leninger,,,0.0,0.0,0.0,0.0,0.0,0.0,90.72,
,190.5,,Giacomo Lemos,190.5,,0.0,0.0,0.0,0.0,0.0,0.0,112.04,
,162.56,,Amanda Lemos,165.1,,2.89,0.54,0.7,0.62,3.46,0.59,52.16,
,172.72,,Gabe Lemley,,,0.82,0.35,0.0,0.0,6.03,0.0,70.31,
,187.96,,Stefan Leko,,,2.4,0.43,0.0,0.0,6.17,0.0,97.52,
,185.42,,Thales Leites,198.12,,2.13,0.4,1.1,0.27,2.99,0.3,83.91,
,160.02,,Claudia Leite,162.56,,1.27,0.47,1.0,0.25,1.73,0.0,61.23,
,172.72,,Cheyden Leialoha,185.42,,1.87,0.28,0.0,0.33,3.2,0.71,61.23,
,172.72,,Sherron Leggett,,,2.86,0.51,0.0,0.8,2.08,0.33,70.31,
,172.72,,Ricky Legere Jr.,,,1.07,0.41,0.0,0.41,1.53,0.0,77.11,
,172.72,,ChangHo Lee,175.26,,4.9,0.7,0.0,0.3,2.65,0.38,61.23,
,165.1,,JungHyun Lee,165.1,,4.27,0.39,0.0,0.0,6.2,0.64,56.7,
,177.8,,JeongYeong Lee,185.42,,2.84,0.52,0.5,0.66,2.81,0.76,65.77,
,167.64,,Andrea Lee,175.26,,4.62,0.45,0.6,0.52,3.91,0.53,56.7,
,175.26,,Rocky Lee,,,2.47,0.51,0.0,0.1,5.33,0.33,65.77,
,175.26,,Kevin Lee,195.58,,3.88,0.42,0.8,0.43,3.6,0.75,77.11,
,167.64,,Vaughan Lee,167.64,,3.47,0.47,1.0,0.33,2.07,0.72,56.7,
,,,Imani Lee,,,0.0,0.0,0.0,0.0,0.94,0.0,,
,180.34,,Matt Lee,,,0.0,0.0,0.0,0.0,9.68,0.0,70.31,
,170.18,,Tommy Lee,,,0.0,0.0,0.0,0.33,0.3,0.0,65.77,
,198.12,,Tae Hyun Lee,,,1.37,0.31,0.0,1.0,3.89,0.0,133.81,
,185.42,,Eun Soo Lee,,,0.0,0.0,0.0,0.0,3.05,0.5,97.52,
,,,Jackie Lee,,,0.0,0.0,0.0,0.0,0.0,0.0,,
,177.8,,David Lee,,,1.49,0.5,0.0,0.0,3.31,0.5,70.31,
,180.34,,James Lee,,,1.4,0.42,7.0,0.5,3.72,0.0,92.99,
,193.04,,Justin Ledet,203.2,,3.35,0.39,0.2,0.5,4.82,0.42,92.99,
,175.26,,Stephen Ledbetter,,,1.2,0.38,0.0,0.45,1.6,1.0,65.77,
,180.34,,Mickael Lebout,185.42,,2.6,0.34,0.0,0.0,2.98,0.6,70.31,
,180.34,,Chris Leben,185.42,,2.87,0.42,0.8,0.41,2.87,0.53,83.91,
,190.5,,Jerome LeBanner,,,0.92,0.35,0.0,0.0,1.03,0.5,120.2,
,175.26,,Jordan Leavitt,180.34,,2.55,0.61,1.1,0.25,1.84,0.3,70.31,
,180.34,,Carlos Leal,187.96,,9.65,0.5,0.0,0.25,7.73,0.9,77.11,
,167.64,,Quang Le,177.8,,3.02,0.35,0.0,0.23,5.52,1.0,61.23,
,175.26,,Thanh Le,187.96,,1.97,0.4,0.0,0.0,1.82,1.0,65.77,
,175.26,,Cung Le,177.8,,4.36,0.48,0.3,0.71,2.98,0.88,83.91,
,185.42,,Mounir Lazzez,193.04,,7.49,0.55,0.0,0.57,5.42,0.71,77.11,
,167.64,,Zviad Lazishvili,175.26,,4.2,0.39,0.0,0.0,6.13,0.0,61.23,
,182.88,,Valmir Lazaro,185.42,,4.87,0.37,0.0,0.4,4.09,0.96,70.31,
,182.88,,Jimmy Lawson,195.58,,0.07,0.08,0.0,0.0,1.6,0.0,120.2,
,182.88,,Eric Lawson,,,1.58,0.57,3.0,0.42,1.97,0.0,83.91,
,172.72,,Ronnie Lawrence,172.72,,2.78,0.56,0.2,0.77,1.75,0.45,61.23,
,185.42,,Lance Lawrence,187.96,,5.87,0.5,0.0,1.0,9.8,0.5,65.77,
,172.72,,Justin Lawrence,170.18,,3.84,0.35,0.0,0.28,2.83,0.73,65.77,
,182.88,,Tom Lawlor,187.96,,2.5,0.42,1.4,0.32,2.41,0.57,92.99,
,180.34,,Robbie Lawler,187.96,,3.85,0.47,0.0,0.64,4.67,0.65,77.11,
,182.88,,Muhammed Lawal,198.12,,3.79,0.52,0.0,0.75,1.61,0.87,92.99,
,172.72,,Chatt Lavender,,,0.0,0.0,0.0,0.0,0.0,0.0,77.11,
,170.18,,Sandra Lavado,167.64,,0.87,0.37,0.0,0.0,2.67,0.33,52.16,
,177.8,,Dan Lauzon,,,1.34,0.25,2.7,0.33,4.09,0.8,70.31,
,177.8,,Joe Lauzon,180.34,,2.84,0.39,2.0,0.45,5.39,0.54,70.31,
,165.1,,Jenel Lausa,172.72,,1.44,0.42,0.8,0.66,3.53,0.51,56.7,
,190.5,,Phillip Latu,193.04,,3.4,0.51,0.0,0.0,7.07,1.0,92.99,
,182.88,,Sione Latu,,,0.0,0.0,0.0,0.0,0.0,0.0,97.52,
,177.8,,Ilir Latifi,185.42,,2.05,0.45,0.3,0.35,2.93,1.0,104.33,
,190.5,,Bobby Lashley,198.12,,3.1,0.63,0.0,0.7,0.76,0.0,115.67,
,,,Ryan Larson,,,0.0,0.0,0.0,0.0,0.0,0.0,77.11,
,180.34,,Brock Larson,180.34,,1.39,0.46,2.0,0.34,1.5,0.43,77.11,
,177.8,,Jeremy Larsen,177.8,,4.87,0.48,0.0,0.33,5.75,0.0,65.77,
,180.34,,Lorenz Larkin,182.88,,3.53,0.46,0.1,0.42,2.74,0.79,77.11,
,190.5,,Icho Larenas,,,0.17,0.15,0.0,0.0,2.5,0.14,106.59,
,167.64,,TJ Laramie,167.64,,1.49,0.5,0.0,0.33,2.64,0.4,65.77,
,175.26,,Anthony Lapsley,,,0.53,0.34,0.0,0.0,0.58,0.2,77.11,
,177.8,,Chad Laprise,180.34,,4.78,0.42,0.0,0.54,3.59,0.78,77.11,
,167.64,,Taylor Lapilus,185.42,,4.59,0.48,0.3,0.33,2.61,0.77,61.23,
,170.18,,Lina Lansberg,165.1,,2.69,0.55,0.1,0.27,3.87,0.47,61.23,
,,,Lionel Lanham,,,0.0,0.0,0.0,0.0,0.0,0.0,92.99,
,180.34,,Jeremy Lang,,,1.13,0.5,4.2,0.6,1.41,0.0,92.99,
,,,Aaron Lanfranco,,,0.0,0.0,0.0,0.0,0.0,0.0,70.31,
,198.12,,Austen Lane,203.2,,2.98,0.5,0.0,0.28,2.41,0.5,111.13,
,175.26,,Nate Landwehr,182.88,,5.59,0.46,0.8,0.41,5.77,0.74,65.77,
,180.34,,Jose Landi-Jons,,,0.99,0.4,2.2,0.8,0.77,0.4,77.11,
,190.5,,Jason Lambert,190.5,,3.21,0.58,2.4,0.36,1.84,0.28,83.91,
,172.72,,Ricardo Lamas,180.34,,3.13,0.47,0.9,0.33,2.87,0.46,65.77,
,182.88,,Sean Lally,,,5.34,0.39,0.0,0.0,7.23,0.0,77.11,
,170.18,,Todd Lally,,,0.0,0.0,0.0,0.0,0.0,0.0,65.77,
,185.42,,Tim Lajcik,,,0.0,0.0,0.0,0.0,0.0,0.0,102.06,
,185.42,,Yohan Lainesse,193.04,,2.22,0.41,0.5,0.28,3.38,0.72,77.11,
,157.48,,Tina Lahdemaki,,,1.93,0.2,0.0,0.0,4.67,0.16,52.16,
,175.26,,Noad Lahat,175.26,,2.79,0.46,2.4,0.26,1.47,0.16,65.77,
,187.96,,Ben Lagman,,,0.0,0.0,0.0,0.0,0.0,0.0,83.91,
,162.56,,Corinne Laframboise,165.1,,3.16,0.68,0.0,1.0,1.89,0.33,56.7,
,185.42,,Ryan LaFlare,187.96,,2.89,0.4,0.2,0.44,1.86,0.58,77.11,
,167.64,,Aspen Ladd,167.64,,3.78,0.47,0.6,0.47,4.65,0.62,61.23,
,,,Kemran Lachinov,,,0.0,0.0,0.0,0.0,0.0,0.0,77.11,
,170.18,,Luan Lacerda,180.34,,4.52,0.44,0.6,0.25,7.07,0.75,61.23,
,167.64,,Daniel Lacerda,177.8,,3.95,0.45,1.2,0.5,8.28,0.0,56.7,
,177.8,,Jeremiah Labiano,,,0.0,0.0,0.0,0.0,0.0,0.0,61.23,
,177.8,,Josh LaBerge,,,2.53,0.36,0.0,0.0,5.33,0.71,65.77,
,190.5,,Achmed Labasanov,,,0.75,0.39,0.8,1.0,1.1,0.0,97.52,
,193.04,,Mike Kyle,195.58,,3.93,0.51,0.8,0.62,3.35,0.5,92.99,
,172.72,,Jarrod Kwitty,,,0.53,0.5,2.0,0.5,4.4,0.0,83.91,
,170.18,,Kaleo Kwan,,,0.0,0.0,0.0,0.0,0.0,0.0,70.31,
,175.26,,Lina Kvokov,,,2.31,0.3,0.0,0.0,12.12,0.0,61.23,
,182.88,,Vadym Kutsyi,180.34,,5.53,0.48,0.0,0.4,4.94,0.0,77.11,
,180.34,,Guram Kutateladze,182.88,,3.95,0.45,0.0,0.2,3.95,0.79,70.31,
,,,Kyle Kurtz,,,1.31,0.36,2.5,0.2,2.95,0.0,77.11,
,167.64,,Eldari Kurtanidze,,,0.47,0.2,0.0,0.0,3.72,0.0,106.59,
,177.8,,Tsuyoshi Kurihara,,,0.0,0.0,0.0,0.0,12.0,0.0,83.91,
,185.42,,Ramazan Kuramagomedov,185.42,,11.67,0.67,0.0,0.14,9.13,0.0,77.11,
,195.58,,Korey Kuppe,195.58,,0.73,0.73,1.0,0.0,1.33,0.69,77.11,
,177.8,,Leo Kuntz,,,1.68,0.32,0.7,0.25,3.8,0.33,70.31,
,177.8,,Kiichi Kunimoto,180.34,,1.87,0.44,0.3,0.2,3.92,0.28,77.11,
,182.88,,Keigo Kunihara,,,0.17,0.1,2.5,0.4,1.99,1.0,106.59,
,193.04,,Rizvan Kuniev,193.04,,5.82,0.72,0.0,0.75,1.25,1.0,108.86,
,172.72,,Aleksei Kunchenko,177.8,,3.67,0.44,0.0,0.33,2.83,0.8,77.11,
,165.1,,Sumit Kumar,167.64,,2.8,0.24,0.0,0.3,4.67,0.6,56.7,
